"","p","replicate","edge_density","mean_distance","mean_nearest_distance","num_patches","mean_patch_area"
"365",0.4,65,1602,48.8154301351222,2.50113540443476,104,12.8461538461538
"366",0.4,66,1555,50.8035515818855,2.77448204513347,113,10.6283185840708
"367",0.4,67,1569,51.2890613537777,2.9235952248423,113,10.3451327433628
"368",0.4,68,1735,50.1623408705702,2.74056631947011,110,13.7636363636364
"369",0.4,69,1711,50.0498324802753,2.59936914365708,107,14.2803738317757
"370",0.4,70,1487,49.3034963431344,2.64340655474381,104,11.0096153846154
"371",0.4,71,1603,46.4436588801235,2.8031374443282,87,17.4712643678161
"372",0.4,72,1747,49.7111064498685,2.50956761964771,118,12.3305084745763
"373",0.4,73,1357,52.38997487132,3.0680574517267,102,10.3725490196078
"374",0.4,74,1772,49.5489289341485,2.66100472957505,123,11.7317073170732
"375",0.4,75,1626,49.2171905831827,2.48021166457967,120,10.375
"376",0.4,76,1596,49.4685636304126,2.59868371910901,103,12.6796116504854
"377",0.4,77,1564,47.8773805645544,2.98486615642098,95,14.9157894736842
"378",0.4,78,1593,49.9865278561602,2.96565663391217,109,11.9266055045872
"379",0.4,79,1860,48.9484669077338,2.74055236564154,105,15.7619047619048
"380",0.4,80,1657,46.6760139493416,2.67380717968342,113,11.646017699115
"381",0.4,81,1785,47.5635985985775,2.66602235326086,106,14.6415094339623
"382",0.4,82,1832,48.0637234556075,2.46639249125305,106,15.2641509433962
"383",0.4,83,1488,49.0658624660588,3.00646893457656,110,10.3272727272727
"384",0.4,84,1792,49.9840343531605,2.47893023603954,110,13.9
"385",0.4,85,1650,51.7027734551056,2.88839549904049,101,13.4356435643564
"386",0.4,86,1827,48.9100322471378,2.55485554762629,112,13.1160714285714
"387",0.4,87,1591,50.8173960778491,2.91383654825093,106,11.2735849056604
"388",0.4,88,1843,49.2297585003243,2.5634203979672,106,14.7075471698113
"389",0.4,89,1536,48.2355143812667,2.62311945069894,99,12.989898989899
"390",0.4,90,1531,49.9423930571616,2.96576371224287,91,14.7472527472527
"391",0.4,91,1578,48.7153188090803,2.62125664780589,95,14
"392",0.4,92,1518,48.2789243911536,2.78232063269294,105,11.6285714285714
"393",0.4,93,1757,48.957537761443,2.5369026952675,106,15.0754716981132
"394",0.4,94,1495,49.996507058895,2.77023179811921,114,9.45614035087719
"395",0.4,95,1546,47.5235295292334,2.68049876778673,114,10.6842105263158
"396",0.4,96,1620,49.7156369467368,2.90914671807266,98,14.6428571428571
"397",0.4,97,1708,50.326702939229,2.49481017717991,105,13.8095238095238
"398",0.4,98,1795,49.4953789299383,2.56458367385726,104,15.9423076923077
"399",0.4,99,1717,49.2517357764951,2.68496337514286,108,14.0648148148148
"400",0.4,100,1692,50.6968502139692,2.71043012245133,111,13.8828828828829
