"","config_id","replicate","layer","x","y","patch","landscape_config"
"3004...73004","4","2","0",3.5,69.5,NA,0.4
"3005...73005","4","2","0",4.5,69.5,NA,0.4
"3006...73006","4","2","0",5.5,69.5,NA,0.4
"3007...73007","4","2","0",6.5,69.5,NA,0.4
"3008...73008","4","2","0",7.5,69.5,NA,0.4
"3009...73009","4","2","0",8.5,69.5,NA,0.4
"3010...73010","4","2","0",9.5,69.5,NA,0.4
"3011...73011","4","2","0",10.5,69.5,NA,0.4
"3012...73012","4","2","0",11.5,69.5,NA,0.4
"3013...73013","4","2","0",12.5,69.5,NA,0.4
"3014...73014","4","2","0",13.5,69.5,NA,0.4
"3015...73015","4","2","0",14.5,69.5,NA,0.4
"3016...73016","4","2","0",15.5,69.5,NA,0.4
"3017...73017","4","2","0",16.5,69.5,NA,0.4
"3018...73018","4","2","0",17.5,69.5,NA,0.4
"3019...73019","4","2","0",18.5,69.5,NA,0.4
"3020...73020","4","2","0",19.5,69.5,NA,0.4
"3021...73021","4","2","0",20.5,69.5,NA,0.4
"3022...73022","4","2","0",21.5,69.5,NA,0.4
"3023...73023","4","2","0",22.5,69.5,NA,0.4
"3024...73024","4","2","0",23.5,69.5,NA,0.4
"3025...73025","4","2","1",24.5,69.5,21,0.4
"3026...73026","4","2","1",25.5,69.5,21,0.4
"3027...73027","4","2","1",26.5,69.5,21,0.4
"3028...73028","4","2","1",27.5,69.5,21,0.4
"3029...73029","4","2","1",28.5,69.5,21,0.4
"3030...73030","4","2","1",29.5,69.5,21,0.4
"3031...73031","4","2","1",30.5,69.5,21,0.4
"3032...73032","4","2","0",31.5,69.5,NA,0.4
"3033...73033","4","2","0",32.5,69.5,NA,0.4
"3034...73034","4","2","0",33.5,69.5,NA,0.4
"3035...73035","4","2","0",34.5,69.5,NA,0.4
"3036...73036","4","2","0",35.5,69.5,NA,0.4
"3037...73037","4","2","0",36.5,69.5,NA,0.4
"3038...73038","4","2","0",37.5,69.5,NA,0.4
"3039...73039","4","2","0",38.5,69.5,NA,0.4
"3040...73040","4","2","0",39.5,69.5,NA,0.4
"3041...73041","4","2","0",40.5,69.5,NA,0.4
"3042...73042","4","2","0",41.5,69.5,NA,0.4
"3043...73043","4","2","0",42.5,69.5,NA,0.4
"3044...73044","4","2","1",43.5,69.5,27,0.4
"3045...73045","4","2","1",44.5,69.5,27,0.4
"3046...73046","4","2","1",45.5,69.5,27,0.4
"3047...73047","4","2","1",46.5,69.5,27,0.4
"3048...73048","4","2","1",47.5,69.5,27,0.4
"3049...73049","4","2","0",48.5,69.5,NA,0.4
"3050...73050","4","2","0",49.5,69.5,NA,0.4
"3051...73051","4","2","0",50.5,69.5,NA,0.4
"3052...73052","4","2","0",51.5,69.5,NA,0.4
"3053...73053","4","2","0",52.5,69.5,NA,0.4
"3054...73054","4","2","0",53.5,69.5,NA,0.4
"3055...73055","4","2","1",54.5,69.5,28,0.4
"3056...73056","4","2","1",55.5,69.5,28,0.4
"3057...73057","4","2","1",56.5,69.5,28,0.4
"3058...73058","4","2","1",57.5,69.5,28,0.4
"3059...73059","4","2","1",58.5,69.5,28,0.4
"3060...73060","4","2","1",59.5,69.5,28,0.4
"3061...73061","4","2","1",60.5,69.5,28,0.4
"3062...73062","4","2","0",61.5,69.5,NA,0.4
"3063...73063","4","2","0",62.5,69.5,NA,0.4
"3064...73064","4","2","0",63.5,69.5,NA,0.4
"3065...73065","4","2","0",64.5,69.5,NA,0.4
"3066...73066","4","2","0",65.5,69.5,NA,0.4
"3067...73067","4","2","0",66.5,69.5,NA,0.4
"3068...73068","4","2","0",67.5,69.5,NA,0.4
"3069...73069","4","2","0",68.5,69.5,NA,0.4
"3070...73070","4","2","0",69.5,69.5,NA,0.4
"3071...73071","4","2","0",70.5,69.5,NA,0.4
"3072...73072","4","2","0",71.5,69.5,NA,0.4
"3073...73073","4","2","0",72.5,69.5,NA,0.4
"3074...73074","4","2","0",73.5,69.5,NA,0.4
"3075...73075","4","2","0",74.5,69.5,NA,0.4
"3076...73076","4","2","0",75.5,69.5,NA,0.4
"3077...73077","4","2","0",76.5,69.5,NA,0.4
"3078...73078","4","2","0",77.5,69.5,NA,0.4
"3079...73079","4","2","1",78.5,69.5,29,0.4
"3080...73080","4","2","1",79.5,69.5,29,0.4
"3081...73081","4","2","1",80.5,69.5,29,0.4
"3082...73082","4","2","1",81.5,69.5,29,0.4
"3083...73083","4","2","1",82.5,69.5,29,0.4
"3084...73084","4","2","1",83.5,69.5,29,0.4
"3085...73085","4","2","0",84.5,69.5,NA,0.4
"3086...73086","4","2","0",85.5,69.5,NA,0.4
"3087...73087","4","2","0",86.5,69.5,NA,0.4
"3088...73088","4","2","0",87.5,69.5,NA,0.4
"3089...73089","4","2","0",88.5,69.5,NA,0.4
"3090...73090","4","2","1",89.5,69.5,26,0.4
"3091...73091","4","2","1",90.5,69.5,26,0.4
"3092...73092","4","2","1",91.5,69.5,26,0.4
"3093...73093","4","2","1",92.5,69.5,26,0.4
"3094...73094","4","2","1",93.5,69.5,26,0.4
"3095...73095","4","2","1",94.5,69.5,26,0.4
"3096...73096","4","2","1",95.5,69.5,26,0.4
"3097...73097","4","2","0",96.5,69.5,NA,0.4
"3098...73098","4","2","0",97.5,69.5,NA,0.4
"3099...73099","4","2","0",98.5,69.5,NA,0.4
"3100...73100","4","2","0",99.5,69.5,NA,0.4
"3101...73101","4","2","0",0.5,68.5,NA,0.4
"3102...73102","4","2","0",1.5,68.5,NA,0.4
"3103...73103","4","2","0",2.5,68.5,NA,0.4
"3104...73104","4","2","0",3.5,68.5,NA,0.4
"3105...73105","4","2","0",4.5,68.5,NA,0.4
"3106...73106","4","2","0",5.5,68.5,NA,0.4
"3107...73107","4","2","0",6.5,68.5,NA,0.4
"3108...73108","4","2","0",7.5,68.5,NA,0.4
"3109...73109","4","2","0",8.5,68.5,NA,0.4
"3110...73110","4","2","0",9.5,68.5,NA,0.4
"3111...73111","4","2","0",10.5,68.5,NA,0.4
"3112...73112","4","2","0",11.5,68.5,NA,0.4
"3113...73113","4","2","0",12.5,68.5,NA,0.4
"3114...73114","4","2","0",13.5,68.5,NA,0.4
"3115...73115","4","2","0",14.5,68.5,NA,0.4
"3116...73116","4","2","1",15.5,68.5,30,0.4
"3117...73117","4","2","1",16.5,68.5,30,0.4
"3118...73118","4","2","0",17.5,68.5,NA,0.4
"3119...73119","4","2","0",18.5,68.5,NA,0.4
"3120...73120","4","2","0",19.5,68.5,NA,0.4
"3121...73121","4","2","0",20.5,68.5,NA,0.4
"3122...73122","4","2","0",21.5,68.5,NA,0.4
"3123...73123","4","2","0",22.5,68.5,NA,0.4
"3124...73124","4","2","0",23.5,68.5,NA,0.4
"3125...73125","4","2","1",24.5,68.5,21,0.4
"3126...73126","4","2","1",25.5,68.5,21,0.4
"3127...73127","4","2","1",26.5,68.5,21,0.4
"3128...73128","4","2","1",27.5,68.5,21,0.4
"3129...73129","4","2","1",28.5,68.5,21,0.4
"3130...73130","4","2","1",29.5,68.5,21,0.4
"3131...73131","4","2","1",30.5,68.5,21,0.4
"3132...73132","4","2","0",31.5,68.5,NA,0.4
"3133...73133","4","2","0",32.5,68.5,NA,0.4
"3134...73134","4","2","0",33.5,68.5,NA,0.4
"3135...73135","4","2","0",34.5,68.5,NA,0.4
"3136...73136","4","2","0",35.5,68.5,NA,0.4
"3137...73137","4","2","0",36.5,68.5,NA,0.4
"3138...73138","4","2","0",37.5,68.5,NA,0.4
"3139...73139","4","2","0",38.5,68.5,NA,0.4
"3140...73140","4","2","0",39.5,68.5,NA,0.4
"3141...73141","4","2","0",40.5,68.5,NA,0.4
"3142...73142","4","2","0",41.5,68.5,NA,0.4
"3143...73143","4","2","0",42.5,68.5,NA,0.4
"3144...73144","4","2","1",43.5,68.5,27,0.4
"3145...73145","4","2","1",44.5,68.5,27,0.4
"3146...73146","4","2","1",45.5,68.5,27,0.4
"3147...73147","4","2","1",46.5,68.5,27,0.4
"3148...73148","4","2","1",47.5,68.5,27,0.4
"3149...73149","4","2","1",48.5,68.5,27,0.4
"3150...73150","4","2","0",49.5,68.5,NA,0.4
"3151...73151","4","2","0",50.5,68.5,NA,0.4
"3152...73152","4","2","0",51.5,68.5,NA,0.4
"3153...73153","4","2","0",52.5,68.5,NA,0.4
"3154...73154","4","2","0",53.5,68.5,NA,0.4
"3155...73155","4","2","1",54.5,68.5,28,0.4
"3156...73156","4","2","1",55.5,68.5,28,0.4
"3157...73157","4","2","1",56.5,68.5,28,0.4
"3158...73158","4","2","0",57.5,68.5,NA,0.4
"3159...73159","4","2","0",58.5,68.5,NA,0.4
"3160...73160","4","2","0",59.5,68.5,NA,0.4
"3161...73161","4","2","0",60.5,68.5,NA,0.4
"3162...73162","4","2","0",61.5,68.5,NA,0.4
"3163...73163","4","2","0",62.5,68.5,NA,0.4
"3164...73164","4","2","0",63.5,68.5,NA,0.4
"3165...73165","4","2","0",64.5,68.5,NA,0.4
"3166...73166","4","2","0",65.5,68.5,NA,0.4
"3167...73167","4","2","0",66.5,68.5,NA,0.4
"3168...73168","4","2","0",67.5,68.5,NA,0.4
"3169...73169","4","2","0",68.5,68.5,NA,0.4
"3170...73170","4","2","0",69.5,68.5,NA,0.4
"3171...73171","4","2","0",70.5,68.5,NA,0.4
"3172...73172","4","2","0",71.5,68.5,NA,0.4
"3173...73173","4","2","0",72.5,68.5,NA,0.4
"3174...73174","4","2","0",73.5,68.5,NA,0.4
"3175...73175","4","2","0",74.5,68.5,NA,0.4
"3176...73176","4","2","0",75.5,68.5,NA,0.4
"3177...73177","4","2","0",76.5,68.5,NA,0.4
"3178...73178","4","2","0",77.5,68.5,NA,0.4
"3179...73179","4","2","0",78.5,68.5,NA,0.4
"3180...73180","4","2","0",79.5,68.5,NA,0.4
"3181...73181","4","2","1",80.5,68.5,29,0.4
"3182...73182","4","2","1",81.5,68.5,29,0.4
"3183...73183","4","2","1",82.5,68.5,29,0.4
"3184...73184","4","2","1",83.5,68.5,29,0.4
"3185...73185","4","2","0",84.5,68.5,NA,0.4
"3186...73186","4","2","0",85.5,68.5,NA,0.4
"3187...73187","4","2","0",86.5,68.5,NA,0.4
"3188...73188","4","2","0",87.5,68.5,NA,0.4
"3189...73189","4","2","0",88.5,68.5,NA,0.4
"3190...73190","4","2","1",89.5,68.5,26,0.4
"3191...73191","4","2","1",90.5,68.5,26,0.4
"3192...73192","4","2","1",91.5,68.5,26,0.4
"3193...73193","4","2","1",92.5,68.5,26,0.4
"3194...73194","4","2","1",93.5,68.5,26,0.4
"3195...73195","4","2","1",94.5,68.5,26,0.4
"3196...73196","4","2","1",95.5,68.5,26,0.4
"3197...73197","4","2","0",96.5,68.5,NA,0.4
"3198...73198","4","2","0",97.5,68.5,NA,0.4
"3199...73199","4","2","0",98.5,68.5,NA,0.4
"3200...73200","4","2","0",99.5,68.5,NA,0.4
"3201...73201","4","2","0",0.5,67.5,NA,0.4
"3202...73202","4","2","0",1.5,67.5,NA,0.4
"3203...73203","4","2","0",2.5,67.5,NA,0.4
"3204...73204","4","2","0",3.5,67.5,NA,0.4
"3205...73205","4","2","0",4.5,67.5,NA,0.4
"3206...73206","4","2","0",5.5,67.5,NA,0.4
"3207...73207","4","2","0",6.5,67.5,NA,0.4
"3208...73208","4","2","0",7.5,67.5,NA,0.4
"3209...73209","4","2","0",8.5,67.5,NA,0.4
"3210...73210","4","2","0",9.5,67.5,NA,0.4
"3211...73211","4","2","0",10.5,67.5,NA,0.4
"3212...73212","4","2","0",11.5,67.5,NA,0.4
"3213...73213","4","2","0",12.5,67.5,NA,0.4
"3214...73214","4","2","0",13.5,67.5,NA,0.4
"3215...73215","4","2","0",14.5,67.5,NA,0.4
"3216...73216","4","2","1",15.5,67.5,30,0.4
"3217...73217","4","2","1",16.5,67.5,30,0.4
"3218...73218","4","2","1",17.5,67.5,30,0.4
"3219...73219","4","2","0",18.5,67.5,NA,0.4
"3220...73220","4","2","0",19.5,67.5,NA,0.4
"3221...73221","4","2","0",20.5,67.5,NA,0.4
"3222...73222","4","2","0",21.5,67.5,NA,0.4
"3223...73223","4","2","0",22.5,67.5,NA,0.4
"3224...73224","4","2","0",23.5,67.5,NA,0.4
"3225...73225","4","2","1",24.5,67.5,21,0.4
"3226...73226","4","2","1",25.5,67.5,21,0.4
"3227...73227","4","2","1",26.5,67.5,21,0.4
"3228...73228","4","2","1",27.5,67.5,21,0.4
"3229...73229","4","2","1",28.5,67.5,21,0.4
"3230...73230","4","2","1",29.5,67.5,21,0.4
"3231...73231","4","2","1",30.5,67.5,21,0.4
"3232...73232","4","2","0",31.5,67.5,NA,0.4
"3233...73233","4","2","0",32.5,67.5,NA,0.4
"3234...73234","4","2","0",33.5,67.5,NA,0.4
"3235...73235","4","2","0",34.5,67.5,NA,0.4
"3236...73236","4","2","0",35.5,67.5,NA,0.4
